cell_line,drug_name,total_drugs_for_cell_line,possible_combinations
C32 [HUMAN COLON ADENOCARCINOMA],SELUMETINIB,17,136
C32 [HUMAN COLON ADENOCARCINOMA],ASTRAZENECA ATR_3 INHIBITOR,17,136
C32 [HUMAN COLON ADENOCARCINOMA],AZD7762,17,136
C32 [HUMAN COLON ADENOCARCINOMA],AZD2461,17,136
C32 [HUMAN COLON ADENOCARCINOMA],IGF-OSI,17,136
C32 [HUMAN COLON ADENOCARCINOMA],AZD1480,17,136
C32 [HUMAN COLON ADENOCARCINOMA],7-ETHYL-10-HYDROXYCAMPTOTHECIN,17,136
C32 [HUMAN COLON ADENOCARCINOMA],KU-0060648,17,136
C32 [HUMAN COLON ADENOCARCINOMA],20439-47-8,17,136
C75,OLAPARIB,17,136
C75,NAVITOCLAX,17,136
C75,957054-30-7,17,136
C75,AZD8055,17,136
C75,AZD5582,17,136
C75,AZ20,17,136
C75,SARACATINIB,17,136
C75,VANDETANIB,17,136
C75,SELUMETINIB,17,136
C75,ASTRAZENECA ATR_3 INHIBITOR,17,136
C75,AZD7762,17,136
C75,AZD2461,17,136
C75,IGF-OSI,17,136
C75,AZD1480,17,136
C75,7-ETHYL-10-HYDROXYCAMPTOTHECIN,17,136
C75,KU-0060648,17,136
C75,20439-47-8,17,136
CC20 [HUMAN COLON ADENOCARCINOMA],OLAPARIB,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],AZ12419304,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],5-FLUOROURACIL,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],NAVITOCLAX,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],957054-30-7,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],MK-2206,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],AZD5582,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],AZD2014,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],KU-60019,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],SARACATINIB,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],AZD5363,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],SELUMETINIB,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],AZD6738,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],FOLFOX PROTOCOL,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],AZD2461,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],7-ETHYL-10-HYDROXYCAMPTOTHECIN,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],20439-47-8,18,153
CC20 [HUMAN COLON ADENOCARCINOMA],SAPITINIB,18,153
NCI-H548,OLAPARIB,18,153
NCI-H548,AZ12419304,18,153
NCI-H548,5-FLUOROURACIL,18,153
NCI-H548,NAVITOCLAX,18,153
NCI-H548,957054-30-7,18,153
NCI-H548,MK-2206,18,153
NCI-H548,AZD5582,18,153
NCI-H548,AZD2014,18,153
NCI-H548,KU-60019,18,153
NCI-H548,SARACATINIB,18,153
NCI-H548,AZD5363,18,153
NCI-H548,SELUMETINIB,18,153
NCI-H548,AZD6738,18,153
NCI-H548,FOLFOX PROTOCOL,18,153
NCI-H548,AZD2461,18,153
NCI-H548,7-ETHYL-10-HYDROXYCAMPTOTHECIN,18,153
NCI-H548,20439-47-8,18,153
NCI-H548,SAPITINIB,18,153
HUH-7,HOMOHARRINGTONINE,16,120
HUH-7,ARIPIPRAZOLE,16,120
HUH-7,BEPRIDIL,16,120
HUH-7,TETRANDRINE,16,120
HUH-7,COLCHICINE,16,120
HUH-7,IDROCILAMIDE,16,120
HUH-7,CLOMIPHENE,16,120
HUH-7,APILIMOD,16,120
HUH-7,TOREMIFENE CITRATE,16,120
HUH-7,FAVIPIRAVIR,16,120
HUH-7,CLOMIFENE CITRATE,16,120
HUH-7,SERTRALINE HYDROCHLORIDE,16,120
HUH-7,SUNITINIB,16,120
HUH-7,PIPERACETAZINE,16,120
HUH-7,MYCOPHENOLATE MOFETIL,16,120
HUH-7,3-DEAZANEPLANOCIN,16,120
A427,MK-4541,34,561
A427,BORTEZOMIB,34,561
A427,DOXORUBICIN,34,561
A427,VINBLASTINE,34,561
A427,VELIPARIB,34,561
A427,ERLOTINIB,34,561
A427,TOPOTECAN,34,561
A427,NIRAPARIB,34,561
A427,DASATINIB,34,561
A427,METHOTREXATE,34,561
A427,TEMOZOLOMIDE,34,561
A427,LAPATINIB,34,561
A427,VORINOSTAT,34,561
A427,ETOPOSIDE,34,561
A427,GEMCITABINE,34,561
A427,ELOXATIN (TN),34,561
A427,391210-10-9,34,561
A427,MK-5108,34,561
A427,PACLITAXEL,34,561
A427,VINORELBINE,34,561
A427,5-FLUOROURACIL,34,561
A427,DEFOROLIMUS,34,561
A427,MK-1775,34,561
A427,MK-2206,34,561
A427,GELDANAMYCIN,34,561
A427,891494-63-6,34,561
A427,DEXAMETHASONE,34,561
A427,DINACICLIB,34,561
A427,CARBOPLATINUM,34,561
A427,CYCLOPHOSPHAMIDE,34,561
A427,915019-65-7,34,561
A427,METFORMIN,34,561
A427,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
A427,SUNITINIB,34,561
MSTO,MK-4541,34,561
MSTO,BORTEZOMIB,34,561
MSTO,DOXORUBICIN,34,561
MSTO,VINBLASTINE,34,561
MSTO,VELIPARIB,34,561
MSTO,ERLOTINIB,34,561
MSTO,TOPOTECAN,34,561
MSTO,NIRAPARIB,34,561
MSTO,DASATINIB,34,561
MSTO,METHOTREXATE,34,561
MSTO,TEMOZOLOMIDE,34,561
MSTO,LAPATINIB,34,561
MSTO,VORINOSTAT,34,561
MSTO,ETOPOSIDE,34,561
MSTO,GEMCITABINE,34,561
MSTO,ELOXATIN (TN),34,561
MSTO,391210-10-9,34,561
MSTO,MK-5108,34,561
MSTO,PACLITAXEL,34,561
MSTO,VINORELBINE,34,561
MSTO,5-FLUOROURACIL,34,561
MSTO,DEFOROLIMUS,34,561
MSTO,MK-1775,34,561
MSTO,MK-2206,34,561
MSTO,GELDANAMYCIN,34,561
MSTO,891494-63-6,34,561
MSTO,DEXAMETHASONE,34,561
MSTO,DINACICLIB,34,561
MSTO,CARBOPLATINUM,34,561
MSTO,CYCLOPHOSPHAMIDE,34,561
MSTO,915019-65-7,34,561
MSTO,METFORMIN,34,561
MSTO,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
MSTO,SUNITINIB,34,561
NCIH1650,MK-4541,34,561
NCIH1650,BORTEZOMIB,34,561
NCIH1650,DOXORUBICIN,34,561
NCIH1650,VINBLASTINE,34,561
NCIH1650,VELIPARIB,34,561
NCIH1650,ERLOTINIB,34,561
NCIH1650,TOPOTECAN,34,561
NCIH1650,NIRAPARIB,34,561
NCIH1650,DASATINIB,34,561
NCIH1650,METHOTREXATE,34,561
NCIH1650,TEMOZOLOMIDE,34,561
NCIH1650,LAPATINIB,34,561
NCIH1650,VORINOSTAT,34,561
NCIH1650,ETOPOSIDE,34,561
NCIH1650,GEMCITABINE,34,561
NCIH1650,ELOXATIN (TN),34,561
NCIH1650,391210-10-9,34,561
NCIH1650,MK-5108,34,561
NCIH1650,PACLITAXEL,34,561
NCIH1650,VINORELBINE,34,561
NCIH1650,5-FLUOROURACIL,34,561
NCIH1650,DEFOROLIMUS,34,561
NCIH1650,MK-1775,34,561
NCIH1650,MK-2206,34,561
NCIH1650,GELDANAMYCIN,34,561
NCIH1650,891494-63-6,34,561
NCIH1650,DEXAMETHASONE,34,561
NCIH1650,DINACICLIB,34,561
NCIH1650,CARBOPLATINUM,34,561
NCIH1650,CYCLOPHOSPHAMIDE,34,561
NCIH1650,915019-65-7,34,561
NCIH1650,METFORMIN,34,561
NCIH1650,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
NCIH1650,SUNITINIB,34,561
NCIH2122,MK-4541,34,561
NCIH2122,BORTEZOMIB,34,561
NCIH2122,DOXORUBICIN,34,561
NCIH2122,VINBLASTINE,34,561
NCIH2122,VELIPARIB,34,561
NCIH2122,ERLOTINIB,34,561
NCIH2122,TOPOTECAN,34,561
NCIH2122,NIRAPARIB,34,561
NCIH2122,DASATINIB,34,561
NCIH2122,METHOTREXATE,34,561
NCIH2122,TEMOZOLOMIDE,34,561
NCIH2122,LAPATINIB,34,561
NCIH2122,VORINOSTAT,34,561
NCIH2122,ETOPOSIDE,34,561
NCIH2122,GEMCITABINE,34,561
NCIH2122,ELOXATIN (TN),34,561
NCIH2122,391210-10-9,34,561
NCIH2122,MK-5108,34,561
NCIH2122,PACLITAXEL,34,561
NCIH2122,VINORELBINE,34,561
NCIH2122,5-FLUOROURACIL,34,561
NCIH2122,DEFOROLIMUS,34,561
NCIH2122,MK-1775,34,561
NCIH2122,MK-2206,34,561
NCIH2122,GELDANAMYCIN,34,561
NCIH2122,891494-63-6,34,561
NCIH2122,DEXAMETHASONE,34,561
NCIH2122,DINACICLIB,34,561
NCIH2122,CARBOPLATINUM,34,561
NCIH2122,CYCLOPHOSPHAMIDE,34,561
NCIH2122,915019-65-7,34,561
NCIH2122,METFORMIN,34,561
NCIH2122,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
NCIH2122,SUNITINIB,34,561
SKMES1,MK-4541,34,561
SKMES1,BORTEZOMIB,34,561
SKMES1,DOXORUBICIN,34,561
SKMES1,VINBLASTINE,34,561
SKMES1,VELIPARIB,34,561
SKMES1,ERLOTINIB,34,561
SKMES1,TOPOTECAN,34,561
SKMES1,NIRAPARIB,34,561
SKMES1,DASATINIB,34,561
SKMES1,METHOTREXATE,34,561
SKMES1,TEMOZOLOMIDE,34,561
SKMES1,LAPATINIB,34,561
SKMES1,VORINOSTAT,34,561
SKMES1,ETOPOSIDE,34,561
SKMES1,GEMCITABINE,34,561
SKMES1,ELOXATIN (TN),34,561
SKMES1,391210-10-9,34,561
SKMES1,MK-5108,34,561
SKMES1,PACLITAXEL,34,561
SKMES1,VINORELBINE,34,561
SKMES1,5-FLUOROURACIL,34,561
SKMES1,DEFOROLIMUS,34,561
SKMES1,MK-1775,34,561
SKMES1,MK-2206,34,561
SKMES1,GELDANAMYCIN,34,561
SKMES1,891494-63-6,34,561
SKMES1,DEXAMETHASONE,34,561
SKMES1,DINACICLIB,34,561
SKMES1,CARBOPLATINUM,34,561
SKMES1,CYCLOPHOSPHAMIDE,34,561
SKMES1,915019-65-7,34,561
SKMES1,METFORMIN,34,561
SKMES1,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
SKMES1,SUNITINIB,34,561
CALU-3,AZD1208,21,210
CALU-3,VINORELBINE,21,210
CALU-3,CARBOPLATIN PACLITAXEL,21,210
CALU-3,AZ12419304,21,210
CALU-3,33419-42-0,21,210
CALU-3,NAVITOCLAX,21,210
CALU-3,957054-30-7,21,210
CALU-3,41575-94-4,21,210
CALU-3,MK-2206,21,210
CALU-3,AZD5582,21,210
CALU-3,TOPOTECAN,21,210
CALU-3,AZD2014,21,210
CALU-3,LSM-4270,21,210
CALU-3,SELUMETINIB,21,210
CALU-3,TRAMETINIB,21,210
CALU-3,841290-80-0,21,210
CALU-3,AZD6738,21,210
CALU-3,AZD7762,21,210
CALU-3,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
CALU-3,AZD2461,21,210
CALU-3,503468-95-9,21,210
CALU-6,AZD1208,21,210
CALU-6,VINORELBINE,21,210
CALU-6,CARBOPLATIN PACLITAXEL,21,210
CALU-6,AZ12419304,21,210
CALU-6,33419-42-0,21,210
CALU-6,NAVITOCLAX,21,210
CALU-6,957054-30-7,21,210
CALU-6,41575-94-4,21,210
CALU-6,MK-2206,21,210
CALU-6,AZD5582,21,210
CALU-6,TOPOTECAN,21,210
CALU-6,AZD2014,21,210
CALU-6,LSM-4270,21,210
CALU-6,SELUMETINIB,21,210
CALU-6,TRAMETINIB,21,210
CALU-6,841290-80-0,21,210
CALU-6,AZD6738,21,210
CALU-6,AZD7762,21,210
CALU-6,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
CALU-6,AZD2461,21,210
CALU-6,503468-95-9,21,210
DMS 114,OLAPARIB,38,703
DMS 114,CARBOPLATIN PACLITAXEL,38,703
DMS 114,AZ12419304,38,703
DMS 114,33419-42-0,38,703
DMS 114,957054-30-7,38,703
DMS 114,CHLOROQUINE,38,703
DMS 114,AZD5582,38,703
DMS 114,AZ20,38,703
DMS 114,AZD2014,38,703
DMS 114,TOPOTECAN,38,703
DMS 114,946128-88-7,38,703
DMS 114,LSM-4270,38,703
DMS 114,SELUMETINIB,38,703
DMS 114,TRAMETINIB,38,703
DMS 114,ONALESPIB,38,703
DMS 114,AZD6738,38,703
DMS 114,AZD7762,38,703
DMS 114,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),38,703
DMS 114,CARFILZOMIB,38,703
DMS 114,VORINOSTAT,38,703
DMS 114,RAF265,38,703
DMS 114,AZD1480,38,703
DMS 114,AZD1208,38,703
DMS 114,VINORELBINE,38,703
DMS 114,NAVITOCLAX,38,703
DMS 114,5-AZACYTIDINE,38,703
DMS 114,41575-94-4,38,703
DMS 114,MK-2206,38,703
DMS 114,AZD4320,38,703
DMS 114,AZD5363,38,703
DMS 114,"001, RAD",38,703
DMS 114,841290-80-0,38,703
DMS 114,AZD2461,38,703
DMS 114,503468-95-9,38,703
DMS 114,BAY 65-1942,38,703
DMS 114,CEDIRANIB,38,703
DMS 114,AZD4547,38,703
DMS 114,SAPITINIB,38,703
NCI-H1299,AZD1208,21,210
NCI-H1299,VINORELBINE,21,210
NCI-H1299,CARBOPLATIN PACLITAXEL,21,210
NCI-H1299,AZ12419304,21,210
NCI-H1299,33419-42-0,21,210
NCI-H1299,NAVITOCLAX,21,210
NCI-H1299,957054-30-7,21,210
NCI-H1299,41575-94-4,21,210
NCI-H1299,MK-2206,21,210
NCI-H1299,AZD5582,21,210
NCI-H1299,TOPOTECAN,21,210
NCI-H1299,AZD2014,21,210
NCI-H1299,LSM-4270,21,210
NCI-H1299,SELUMETINIB,21,210
NCI-H1299,TRAMETINIB,21,210
NCI-H1299,841290-80-0,21,210
NCI-H1299,AZD6738,21,210
NCI-H1299,AZD7762,21,210
NCI-H1299,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H1299,AZD2461,21,210
NCI-H1299,503468-95-9,21,210
NCI-H1437,AZD1208,21,210
NCI-H1437,VINORELBINE,21,210
NCI-H1437,CARBOPLATIN PACLITAXEL,21,210
NCI-H1437,AZ12419304,21,210
NCI-H1437,33419-42-0,21,210
NCI-H1437,NAVITOCLAX,21,210
NCI-H1437,957054-30-7,21,210
NCI-H1437,41575-94-4,21,210
NCI-H1437,MK-2206,21,210
NCI-H1437,AZD5582,21,210
NCI-H1437,TOPOTECAN,21,210
NCI-H1437,AZD2014,21,210
NCI-H1437,LSM-4270,21,210
NCI-H1437,SELUMETINIB,21,210
NCI-H1437,TRAMETINIB,21,210
NCI-H1437,841290-80-0,21,210
NCI-H1437,AZD6738,21,210
NCI-H1437,AZD7762,21,210
NCI-H1437,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H1437,AZD2461,21,210
NCI-H1437,503468-95-9,21,210
NCI-H1563,AZD1208,21,210
NCI-H1563,VINORELBINE,21,210
NCI-H1563,CARBOPLATIN PACLITAXEL,21,210
NCI-H1563,AZ12419304,21,210
NCI-H1563,33419-42-0,21,210
NCI-H1563,NAVITOCLAX,21,210
NCI-H1563,957054-30-7,21,210
NCI-H1563,41575-94-4,21,210
NCI-H1563,MK-2206,21,210
NCI-H1563,AZD5582,21,210
NCI-H1563,TOPOTECAN,21,210
NCI-H1563,AZD2014,21,210
NCI-H1563,LSM-4270,21,210
NCI-H1563,SELUMETINIB,21,210
NCI-H1563,TRAMETINIB,21,210
NCI-H1563,841290-80-0,21,210
NCI-H1563,AZD6738,21,210
NCI-H1563,AZD7762,21,210
NCI-H1563,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H1563,AZD2461,21,210
NCI-H1563,503468-95-9,21,210
NCI-H1703,OLAPARIB,38,703
NCI-H1703,CARBOPLATIN PACLITAXEL,38,703
NCI-H1703,AZ12419304,38,703
NCI-H1703,33419-42-0,38,703
NCI-H1703,957054-30-7,38,703
NCI-H1703,CHLOROQUINE,38,703
NCI-H1703,AZD5582,38,703
NCI-H1703,AZ20,38,703
NCI-H1703,AZD2014,38,703
NCI-H1703,TOPOTECAN,38,703
NCI-H1703,946128-88-7,38,703
NCI-H1703,LSM-4270,38,703
NCI-H1703,SELUMETINIB,38,703
NCI-H1703,TRAMETINIB,38,703
NCI-H1703,ONALESPIB,38,703
NCI-H1703,AZD6738,38,703
NCI-H1703,AZD7762,38,703
NCI-H1703,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),38,703
NCI-H1703,CARFILZOMIB,38,703
NCI-H1703,VORINOSTAT,38,703
NCI-H1703,RAF265,38,703
NCI-H1703,AZD1480,38,703
NCI-H1703,AZD1208,38,703
NCI-H1703,VINORELBINE,38,703
NCI-H1703,NAVITOCLAX,38,703
NCI-H1703,5-AZACYTIDINE,38,703
NCI-H1703,41575-94-4,38,703
NCI-H1703,MK-2206,38,703
NCI-H1703,AZD4320,38,703
NCI-H1703,AZD5363,38,703
NCI-H1703,"001, RAD",38,703
NCI-H1703,841290-80-0,38,703
NCI-H1703,AZD2461,38,703
NCI-H1703,503468-95-9,38,703
NCI-H1703,BAY 65-1942,38,703
NCI-H1703,CEDIRANIB,38,703
NCI-H1703,AZD4547,38,703
NCI-H1703,SAPITINIB,38,703
NCI-H1793,AZD1208,21,210
NCI-H1793,VINORELBINE,21,210
NCI-H1793,CARBOPLATIN PACLITAXEL,21,210
NCI-H1793,AZ12419304,21,210
NCI-H1793,33419-42-0,21,210
NCI-H1793,NAVITOCLAX,21,210
NCI-H1793,957054-30-7,21,210
NCI-H1793,41575-94-4,21,210
NCI-H1793,MK-2206,21,210
NCI-H1793,AZD5582,21,210
NCI-H1793,TOPOTECAN,21,210
NCI-H1793,AZD2014,21,210
NCI-H1793,LSM-4270,21,210
NCI-H1793,SELUMETINIB,21,210
NCI-H1793,TRAMETINIB,21,210
NCI-H1793,841290-80-0,21,210
NCI-H1793,AZD6738,21,210
NCI-H1793,AZD7762,21,210
NCI-H1793,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H1793,AZD2461,21,210
NCI-H1793,503468-95-9,21,210
NCI-H1975,AZD1208,21,210
NCI-H1975,VINORELBINE,21,210
NCI-H1975,CARBOPLATIN PACLITAXEL,21,210
NCI-H1975,AZ12419304,21,210
NCI-H1975,33419-42-0,21,210
NCI-H1975,NAVITOCLAX,21,210
NCI-H1975,957054-30-7,21,210
NCI-H1975,41575-94-4,21,210
NCI-H1975,MK-2206,21,210
NCI-H1975,AZD5582,21,210
NCI-H1975,TOPOTECAN,21,210
NCI-H1975,AZD2014,21,210
NCI-H1975,LSM-4270,21,210
NCI-H1975,SELUMETINIB,21,210
NCI-H1975,TRAMETINIB,21,210
NCI-H1975,841290-80-0,21,210
NCI-H1975,AZD6738,21,210
NCI-H1975,AZD7762,21,210
NCI-H1975,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H1975,AZD2461,21,210
NCI-H1975,503468-95-9,21,210
NCI-H2085,AZD1208,21,210
NCI-H2085,VINORELBINE,21,210
NCI-H2085,CARBOPLATIN PACLITAXEL,21,210
NCI-H2085,AZ12419304,21,210
NCI-H2085,33419-42-0,21,210
NCI-H2085,NAVITOCLAX,21,210
NCI-H2085,957054-30-7,21,210
NCI-H2085,41575-94-4,21,210
NCI-H2085,MK-2206,21,210
NCI-H2085,AZD5582,21,210
NCI-H2085,TOPOTECAN,21,210
NCI-H2085,AZD2014,21,210
NCI-H2085,LSM-4270,21,210
NCI-H2085,SELUMETINIB,21,210
NCI-H2085,TRAMETINIB,21,210
NCI-H2085,841290-80-0,21,210
NCI-H2085,AZD6738,21,210
NCI-H2085,AZD7762,21,210
NCI-H2085,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H2085,AZD2461,21,210
NCI-H2085,503468-95-9,21,210
NCI-H2126,AZD1208,21,210
NCI-H2126,VINORELBINE,21,210
NCI-H2126,CARBOPLATIN PACLITAXEL,21,210
NCI-H2126,AZ12419304,21,210
NCI-H2126,33419-42-0,21,210
NCI-H2126,NAVITOCLAX,21,210
NCI-H2126,957054-30-7,21,210
NCI-H2126,41575-94-4,21,210
NCI-H2126,MK-2206,21,210
NCI-H2126,AZD5582,21,210
NCI-H2126,TOPOTECAN,21,210
NCI-H2126,AZD2014,21,210
NCI-H2126,LSM-4270,21,210
NCI-H2126,SELUMETINIB,21,210
NCI-H2126,TRAMETINIB,21,210
NCI-H2126,841290-80-0,21,210
NCI-H2126,AZD6738,21,210
NCI-H2126,AZD7762,21,210
NCI-H2126,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H2126,AZD2461,21,210
NCI-H2126,503468-95-9,21,210
NCI-H2170,AZD1208,21,210
NCI-H2170,VINORELBINE,21,210
NCI-H2170,CARBOPLATIN PACLITAXEL,21,210
NCI-H2170,AZ12419304,21,210
NCI-H2170,33419-42-0,21,210
NCI-H2170,NAVITOCLAX,21,210
NCI-H2170,957054-30-7,21,210
NCI-H2170,41575-94-4,21,210
NCI-H2170,MK-2206,21,210
NCI-H2170,AZD5582,21,210
NCI-H2170,TOPOTECAN,21,210
NCI-H2170,AZD2014,21,210
NCI-H2170,LSM-4270,21,210
NCI-H2170,SELUMETINIB,21,210
NCI-H2170,TRAMETINIB,21,210
NCI-H2170,841290-80-0,21,210
NCI-H2170,AZD6738,21,210
NCI-H2170,AZD7762,21,210
NCI-H2170,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H2170,AZD2461,21,210
NCI-H2170,503468-95-9,21,210
NCI-H2228,AZD1208,21,210
NCI-H2228,VINORELBINE,21,210
NCI-H2228,CARBOPLATIN PACLITAXEL,21,210
NCI-H2228,AZ12419304,21,210
NCI-H2228,33419-42-0,21,210
NCI-H2228,NAVITOCLAX,21,210
NCI-H2228,957054-30-7,21,210
NCI-H2228,41575-94-4,21,210
NCI-H2228,MK-2206,21,210
NCI-H2228,AZD5582,21,210
NCI-H2228,TOPOTECAN,21,210
NCI-H2228,AZD2014,21,210
NCI-H2228,LSM-4270,21,210
NCI-H2228,SELUMETINIB,21,210
NCI-H2228,TRAMETINIB,21,210
NCI-H2228,841290-80-0,21,210
NCI-H2228,AZD6738,21,210
NCI-H2228,AZD7762,21,210
NCI-H2228,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H2228,AZD2461,21,210
NCI-H2228,503468-95-9,21,210
NCI-H2291,AZD1208,21,210
NCI-H2291,VINORELBINE,21,210
NCI-H2291,CARBOPLATIN PACLITAXEL,21,210
NCI-H2291,AZ12419304,21,210
NCI-H2291,33419-42-0,21,210
NCI-H2291,NAVITOCLAX,21,210
NCI-H2291,957054-30-7,21,210
NCI-H2291,41575-94-4,21,210
NCI-H2291,MK-2206,21,210
NCI-H2291,AZD5582,21,210
NCI-H2291,TOPOTECAN,21,210
NCI-H2291,AZD2014,21,210
NCI-H2291,LSM-4270,21,210
NCI-H2291,SELUMETINIB,21,210
NCI-H2291,TRAMETINIB,21,210
NCI-H2291,841290-80-0,21,210
NCI-H2291,AZD6738,21,210
NCI-H2291,AZD7762,21,210
NCI-H2291,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H2291,AZD2461,21,210
NCI-H2291,503468-95-9,21,210
NCI-H3122,AZD1208,21,210
NCI-H3122,VINORELBINE,21,210
NCI-H3122,CARBOPLATIN PACLITAXEL,21,210
NCI-H3122,AZ12419304,21,210
NCI-H3122,33419-42-0,21,210
NCI-H3122,NAVITOCLAX,21,210
NCI-H3122,957054-30-7,21,210
NCI-H3122,41575-94-4,21,210
NCI-H3122,MK-2206,21,210
NCI-H3122,AZD5582,21,210
NCI-H3122,TOPOTECAN,21,210
NCI-H3122,AZD2014,21,210
NCI-H3122,LSM-4270,21,210
NCI-H3122,SELUMETINIB,21,210
NCI-H3122,TRAMETINIB,21,210
NCI-H3122,841290-80-0,21,210
NCI-H3122,AZD6738,21,210
NCI-H3122,AZD7762,21,210
NCI-H3122,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H3122,AZD2461,21,210
NCI-H3122,503468-95-9,21,210
NCI-H322,AZD1208,21,210
NCI-H322,VINORELBINE,21,210
NCI-H322,CARBOPLATIN PACLITAXEL,21,210
NCI-H322,AZ12419304,21,210
NCI-H322,33419-42-0,21,210
NCI-H322,NAVITOCLAX,21,210
NCI-H322,957054-30-7,21,210
NCI-H322,41575-94-4,21,210
NCI-H322,MK-2206,21,210
NCI-H322,AZD5582,21,210
NCI-H322,TOPOTECAN,21,210
NCI-H322,AZD2014,21,210
NCI-H322,LSM-4270,21,210
NCI-H322,SELUMETINIB,21,210
NCI-H322,TRAMETINIB,21,210
NCI-H322,841290-80-0,21,210
NCI-H322,AZD6738,21,210
NCI-H322,AZD7762,21,210
NCI-H322,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H322,AZD2461,21,210
NCI-H322,503468-95-9,21,210
NCI-H358,AZD1208,21,210
NCI-H358,VINORELBINE,21,210
NCI-H358,CARBOPLATIN PACLITAXEL,21,210
NCI-H358,AZ12419304,21,210
NCI-H358,33419-42-0,21,210
NCI-H358,NAVITOCLAX,21,210
NCI-H358,957054-30-7,21,210
NCI-H358,41575-94-4,21,210
NCI-H358,MK-2206,21,210
NCI-H358,AZD5582,21,210
NCI-H358,TOPOTECAN,21,210
NCI-H358,AZD2014,21,210
NCI-H358,LSM-4270,21,210
NCI-H358,SELUMETINIB,21,210
NCI-H358,TRAMETINIB,21,210
NCI-H358,841290-80-0,21,210
NCI-H358,AZD6738,21,210
NCI-H358,AZD7762,21,210
NCI-H358,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H358,AZD2461,21,210
NCI-H358,503468-95-9,21,210
NCI-H838,AZD1208,21,210
NCI-H838,VINORELBINE,21,210
NCI-H838,CARBOPLATIN PACLITAXEL,21,210
NCI-H838,AZ12419304,21,210
NCI-H838,33419-42-0,21,210
NCI-H838,NAVITOCLAX,21,210
NCI-H838,957054-30-7,21,210
NCI-H838,41575-94-4,21,210
NCI-H838,MK-2206,21,210
NCI-H838,AZD5582,21,210
NCI-H838,TOPOTECAN,21,210
NCI-H838,AZD2014,21,210
NCI-H838,LSM-4270,21,210
NCI-H838,SELUMETINIB,21,210
NCI-H838,TRAMETINIB,21,210
NCI-H838,841290-80-0,21,210
NCI-H838,AZD6738,21,210
NCI-H838,AZD7762,21,210
NCI-H838,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
NCI-H838,AZD2461,21,210
NCI-H838,503468-95-9,21,210
SW900,AZD1208,21,210
SW900,VINORELBINE,21,210
SW900,CARBOPLATIN PACLITAXEL,21,210
SW900,AZ12419304,21,210
SW900,33419-42-0,21,210
SW900,NAVITOCLAX,21,210
SW900,957054-30-7,21,210
SW900,41575-94-4,21,210
SW900,MK-2206,21,210
SW900,AZD5582,21,210
SW900,TOPOTECAN,21,210
SW900,AZD2014,21,210
SW900,LSM-4270,21,210
SW900,SELUMETINIB,21,210
SW900,TRAMETINIB,21,210
SW900,841290-80-0,21,210
SW900,AZD6738,21,210
SW900,AZD7762,21,210
SW900,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
SW900,AZD2461,21,210
SW900,503468-95-9,21,210
HX147,AZD1208,21,210
HX147,VINORELBINE,21,210
