drug_name,smiles,inchikey,status,resolved_name
PROTHIONAMIDE,CCCc1cc(C(N)=S)ccn1,,OK,PROTHIONAMIDE
PRT062607,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,,OK,PRT062607
PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,,OK,PRUCALOPRIDE
PRUCALOPRIDE SUCCINATE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,,OK,PRUCALOPRIDE SUCCINATE
PRULIFLOXACIN,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,,OK,PRULIFLOXACIN
PRX-08066 MALEIC ACID,,,Manual,PRX-08066 MALEIC ACID
PS-1145,Cc1ccc(NC(=O)c2ccnc(C(C)(F)F)c2)cc1-c1cc(C2COCCO2)nc(N2CCOCC2)c1,,OK,PS-1145
PSEUDOYOHIMBINE,,,Manual,PSEUDOYOHIMBINE
PT-2385,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,,OK,PT-2385
PTEROSTILBENE,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,,OK,PTEROSTILBENE
PU-WS13,CC(C)NCCCn1c(Sc2cc(Cl)cc(Cl)c2)nc2c(N)ncnc21,,OK,PU-WS13
PUERARIN,O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,,OK,PUERARIN
PURFALCAMINE,N[C@H]1CC[C@H](Nc2nc(Nc3ccc(C(=O)N4CCCCC4)cc3)c3ncn(-c4cccc(F)c4)c3n2)CC1,,OK,PURFALCAMINE
PURMORPHAMINE,c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1,,OK,PURMORPHAMINE
PURVALANOL A,,,Manual,PURVALANOL A
PURVALANOL B,,,Manual,PURVALANOL B
PX-12,,,Manual,PX-12
PX-478,Cl.Cl.N[C@@H](Cc1ccc([N+]([O-])(CCCl)CCCl)cc1)C(=O)O,,OK,PX-478
PYR-41,,,Manual,PYR-41
PYRAZINAMIDE,NC(=O)c1cnccn1,,OK,PYRAZINAMIDE
PYRAZINE-2-CARBOXYLIC ACID,,,Manual,PYRAZINE-2-CARBOXYLIC ACID
PYRIDONE 6,,,Manual,PYRIDONE 6
PYRIDOSTATIN,,,Manual,PYRIDOSTATIN
PYRIDOSTIGMINE BROMIDE,,,Manual,PYRIDOSTIGMINE BROMIDE
PYRIDOXINE HYDROCHLORIDE,,,Manual,PYRIDOXINE HYDROCHLORIDE
PYRIMETHAMINE,,,Manual,PYRIMETHAMINE
PYRONARIDINE,,,Manual,PYRONARIDINE
PYRONARIDINE TETRAPHOSPHATE,,,Manual,PYRONARIDINE TETRAPHOSPHATE
PYROXAMIDE,,,Manual,PYROXAMIDE
PYRVINIUM CHLORIDE DIHYDRATE,,,Manual,PYRVINIUM CHLORIDE DIHYDRATE
QL47,,,Manual,QL47
QS11,,,Manual,QS11
QUERCETIN,,,Manual,QUERCETIN
QUERCETIN DIHYDRATE,,,Manual,QUERCETIN DIHYDRATE
QUETIAPINE FUMARATE,,,Manual,QUETIAPINE FUMARATE
QUIFLAPON SODIUM,,,Manual,QUIFLAPON SODIUM
QUINACRINE DIHYDROCHLORIDE DIHYDRATE,,,Manual,QUINACRINE DIHYDROCHLORIDE DIHYDRATE
QUINACRINE HYDROCHLORIDE,,,Manual,QUINACRINE HYDROCHLORIDE
QUINAPRIL HYDROCHLORIDE,,,Manual,QUINAPRIL HYDROCHLORIDE
QUINAZOLIN-4-YLAMINE,,,Manual,QUINAZOLIN-4-YLAMINE
QUINIDINE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,OK,QUINIDINE
QUININE,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,,OK,QUININE
QUININE HYDROCHLORIDE DIHYDRATE,,,Manual,QUININE HYDROCHLORIDE DIHYDRATE
QUISINOSTAT,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,,OK,QUISINOSTAT
QUIZARTINIB,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,,OK,QUIZARTINIB
R-268712,,,Manual,R-268712 (research compound)
R406,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC.O=S(=O)(O)c1ccccc1,,OK,R406
RA-XII,COc1cc(OCCCN2CCC(C)C2)ccc1-n1c(C)nc2ccc(S(F)(F)(F)(F)F)cc2c1=O,,OK,RA-XII
RABEPRAZOLE(1-),,,Manual,RABEPRAZOLE(1-)
RABUSERTIB,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,,OK,RABUSERTIB
RAC-EFAVIRENZ,,,Manual,RAC-EFAVIRENZ
RACECADOTRIL,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,,OK,RACECADOTRIL
RACEMIC TAMSULOSIN,,,Manual,RACEMIC TAMSULOSIN
RACEMIC-TASOCITINIB,CCOc1ccc(C2(CC(C)CCNCCCC(N)=O)CCC2)cc1,,OK,RACEMIC-TASOCITINIB
RACTOPAMINE HYDROCHLORIDE,,,Manual,RACTOPAMINE HYDROCHLORIDE
RAF265,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,,OK,RAF265
RAF265 DERIVATIVE,,,Manual,RAF265 DERIVATIVE
RAF709,Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1,,OK,RAF709
RALANITEN ACETATE,,,Manual,RALANITEN ACETATE
RALIMETINIB,CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21,,OK,RALIMETINIB
RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)sc2cc(O)ccc12,,OK,RALOXIFENE
RALOXIFENE HYDROCHLORIDE,,,Manual,RALOXIFENE HYDROCHLORIDE
RALTEGRAVIR,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,,OK,RALTEGRAVIR
RALTITREXED,Cc1nc(O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2n1,,OK,RALTITREXED
RAMATROBAN,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,,OK,RAMATROBAN
RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,,OK,RAMELTEON
RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,,OK,RAMIPRIL
RANITIDINE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,,OK,RANITIDINE
RANOLAZINE,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,,OK,RANOLAZINE
RANOLAZINE DIHYDROCHLORIDE,,,Manual,RANOLAZINE DIHYDROCHLORIDE
RASAGILINE MESYLATE,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,,OK,RASAGILINE MESYLATE
RAVOXERTINIB,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,,OK,RAVOXERTINIB
REBAMIPIDE,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,,OK,REBAMIPIDE
REBASTINIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,,OK,REBASTINIB
REBECCAMYCIN,CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)O[C@@H]1CO,,OK,REBECCAMYCIN
REBOXETINE MESYLATE,CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1CNCCO1,,OK,REBOXETINE MESYLATE
REFAMETINIB,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,,OK,REFAMETINIB
REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,,OK,REGORAFENIB
RELUGOLIX,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,,OK,RELUGOLIX
REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,,OK,REPAGLINIDE
REPARIXIN,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,,OK,REPARIXIN
REPOTRECTINIB,C[C@H]1CNC(=O)c2cnn3cc(cnc23)N[C@H](C)c2cc(F)cc(c2)O1,,OK,REPOTRECTINIB
REPSOX,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,,OK,REPSOX
RESATORVID,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,,OK,RESATORVID
RESERPINE,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,OK,RESERPINE
RESIQUIMOD,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,,OK,RESIQUIMOD
RESISTOMYCIN,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,,OK,RESISTOMYCIN
RESMINOSTAT,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1.Cl,,OK,RESMINOSTAT
RESVERATROL,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,,OK,RESVERATROL
RETAPAMULIN,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,,OK,RETAPAMULIN
RETASPIMYCIN HYDROCHLORIDE,,,Manual,RETASPIMYCIN HYDROCHLORIDE
RETIGABINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,,OK,RETIGABINE
RETINOIC ACID,,,Manual,RETINOIC ACID
REVERSINE,c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,,OK,REVERSINE
RG108,CCN(CC)CCNC(=O)c1ccc(NCCCCCCCCCCCCN2C(=O)c3ccccc3C2=O)cc1,,OK,RG108
RG2833,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,,OK,RG2833
RGB-286638,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,,OK,RGB-286638
RGB-286638 FREE BASE,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,,OK,RGB-286638 FREE BASE
RGFP966,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,,OK,RGFP966
RHEIN,COC(=O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,,OK,RHEIN
RHO KINASE INHIBITOR IV,,,Manual,RHO KINASE INHIBITOR IV
RI-1,,,Manual,RI-1
RIBAVIRIN,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,,OK,RIBAVIRIN
RIBAVIRIN 5'-TRIPHOSPHATE,,,Manual,RIBAVIRIN 5'-TRIPHOSPHATE
RIBOCICLIB,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,,OK,RIBOCICLIB
RIBOFLAVIN,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,,OK,RIBOFLAVIN
RIFABUTIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,,OK,RIFABUTIN
RIFAMPICIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,OK,RIFAMPICIN
RIFAPENTINE,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,OK,RIFAPENTINE
RIFAXIMIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,OK,RIFAXIMIN
RIGOSERTIB (SODIUM),,,Manual,RIGOSERTIB (SODIUM)
RIGOSERTIB SODIUM,,,Manual,RIGOSERTIB SODIUM
RILMENIDINE,C1COC(NC(C2CC2)C2CC2)=N1.O=C(O)/C=C/C(=O)O,,OK,RILMENIDINE
RILPIVIRINE,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1.Cl,,OK,RILPIVIRINE
RILUZOLE,Nc1nc2ccc(OC(F)(F)F)cc2s1,,OK,RILUZOLE
RIMANTADINE,CC(N)C12CC3CC(CC(C3)C1)C2,,OK,RIMANTADINE
RIMCAZOLE,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1.Cl.Cl,,OK,RIMCAZOLE
RIMONABANT,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,,OK,RIMONABANT
RIOCIGUAT,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,,OK,RIOCIGUAT
RIPASUDIL,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,,OK,RIPASUDIL
RISEDRONATE SODIUM,,,Manual,RISEDRONATE SODIUM
RISPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,OK,RISPERIDONE
RITA,OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1,,OK,RITA
RITODRINE HYDROCHLORIDE,,,Manual,RITODRINE HYDROCHLORIDE
RITONAVIR,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,,OK,RITONAVIR
RIVAROXABAN,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,,OK,RIVAROXABAN
RIVASTIGMINE,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,,OK,RIVASTIGMINE
RIVASTIGMINE TARTRATE,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@@H](O)[C@H](O)C(=O)O,,OK,RIVASTIGMINE TARTRATE
RIVICICLIB,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO,,OK,RIVICICLIB
RIZATRIPTAN,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,,OK,RIZATRIPTAN
RIZATRIPTAN BENZOATE,,,Manual,RIZATRIPTAN BENZOATE
RKI-1447,O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,,OK,RKI-1447
RO 51,,,Manual,RO 51
RO4929097,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21,,OK,RO4929097
RO495,,,Manual,RO495
RO4987655,O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,,OK,RO4987655
RO8994,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,,OK,RO8994
RO9021,,,Manual,RO9021
ROBOTNIKININ,O=C(C[C@@H]1C/C=C/CCC(=O)O[C@H](c2ccccc2)CNC1=O)NCc1ccc(Cl)cc1,,OK,ROBOTNIKININ
ROCILETINIB,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(OC)c3)ncc2C(F)(F)F)c1,,OK,ROCILETINIB
ROCURONIUM BROMIDE,,,Manual,ROCURONIUM BROMIDE
ROFECOXIB,O=C1OCC(c2ccc(-c3nn[nH]n3)cc2)=C1c1ccccc1,,OK,ROFECOXIB
ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,,OK,ROFLUMILAST
ROLAPITANT,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,OK,ROLAPITANT
ROLIPRAM,COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1,,OK,ROLIPRAM
ROLOFYLLINE,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,,OK,ROLOFYLLINE
ROMIDEPSIN,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,,OK,ROMIDEPSIN
RONICICLIB,C[C@@H](O)[C@@H](C)Nc1nc(Nc2ccc([S@](=N)(=O)C3CC3)cc2)ncc1C(F)(F)F,,OK,RONICICLIB
RONIDAZOLE,Cn1c([N+](=O)[O-])cnc1COC(N)=O,,OK,RONIDAZOLE
ROPINIROLE HYDROCHLORIDE,,,Manual,ROPINIROLE HYDROCHLORIDE
ROPIVACAINE HYDROCHLORIDE,,,Manual,ROPIVACAINE HYDROCHLORIDE
ROQUINIMEX,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,,OK,ROQUINIMEX
ROSCOVITINE,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,OK,ROSCOVITINE
ROSE BENGAL(2-),,,Manual,ROSE BENGAL(2-)
ROSIGLITAZONE,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,,OK,ROSIGLITAZONE
ROSUVASTATIN CALCIUM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],,OK,ROSUVASTATIN CALCIUM
ROTENONE,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,,OK,ROTENONE
ROTTLERIN,CC(=O)c1cc(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OCC=C3)c(O)c(C)c1O,,OK,ROTTLERIN
ROXADUSTAT,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,,OK,ROXADUSTAT
ROXATIDINE ACETATE HYDROCHLORIDE,,,Manual,ROXATIDINE ACETATE HYDROCHLORIDE
ROXITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,,OK,ROXITHROMYCIN
RRX-001,O=C(CBr)N1CC([N+](=O)[O-])([N+](=O)[O-])C1,,OK,RRX-001
RS-127445,CC(C)c1cc(-c2ccc(F)c3ccccc23)nc(N)n1,,OK,RS-127445
RSL3,COC(=O)c1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H](C(=O)OC)N2C(=O)CCl)cc1,,OK,RSL3
RUBOXISTAURIN MESYLATE,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1.CS(=O)(=O)O,,OK,RUBOXISTAURIN MESYLATE
RUCAPARIB,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,,OK,RUCAPARIB
RUCAPARIB PHOSPHATE,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1.O=P(O)(O)O,,OK,RUCAPARIB PHOSPHATE
RUFINAMIDE,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,,OK,RUFINAMIDE
RUPATADINE FUMARATE,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,,OK,RUPATADINE FUMARATE
RUPINTRIVIR,CCOC(=O)/C=C/[C@H](CC1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,,OK,RUPINTRIVIR
RUSKI-201 DIHYDROCHLORIDE,,,Manual,RUSKI-201 DIHYDROCHLORIDE
RUTAECARPINE,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,,OK,RUTAECARPINE
RUTIN,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,OK,RUTIN
RUXOLITINIB,N#CC[C@@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,,OK,RUXOLITINIB
RWJ-67657,OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1,,OK,RWJ-67657
RX-3117,Nc1ccn([C@@H]2C(F)=C(CO)[C@@H](O)[C@H]2O)c(=O)n1,,OK,RX-3117
RYUVIDINE,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,,OK,RYUVIDINE
S-99,,,Manual,S-99 (research compound)
S-NITROSOGLUTATHIONE,,,Manual,S-NITROSOGLUTATHIONE
S-RUXOLITINIB,,,Manual,S-RUXOLITINIB
S-TRITYL-L-CYSTEINE,,,Manual,S-TRITYL-L-CYSTEINE
S63845,Cc1c(-c2c(-c3ccc(F)o3)sc3ncnc(O[C@H](Cc4ccccc4OCc4ccnn4CC(F)(F)F)C(=O)O)c23)ccc(OCCN2CCN(C)CC2)c1Cl,,OK,S63845
SA-13353,CCCCCN(CCC12CC3CC(CC(C3)C1)C2)C(=O)NCCCc1ccncc1,,OK,SA-13353
SAFINAMIDE,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,,OK,SAFINAMIDE
SAFINAMIDE MESYLATE,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,,OK,SAFINAMIDE MESYLATE
SALBUTAMOL,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,,OK,SALBUTAMOL
SALICIN,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,OK,SALICIN
SALICYLANILIDE,CC(C)(C)c1cc(Cl)cc(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c1O,,OK,SALICYLANILIDE
SALIDROSIDE,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,,OK,SALIDROSIDE
SALINOMYCIN,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,,OK,SALINOMYCIN
SALINOSPORAMIDE F,,,Manual,SALINOSPORAMIDE F
SALIRASIB,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,,OK,SALIRASIB
SALSALATE,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,,OK,SALSALATE
SALUBRINAL,O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1cccc2cccnc12)C(Cl)(Cl)Cl,,OK,SALUBRINAL
SANT-1,,,Manual,SANT-1
SANT-2,,,Manual,SANT-2
SAPITINIB,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,,OK,SAPITINIB
SAQUINAVIR MESYLATE,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,,OK,SAQUINAVIR MESYLATE
SAR-020106,C[C@H](CN(C)C)Oc1nc(Nc2cc3cccc(Cl)c3cn2)cnc1C#N,,OK,SAR-020106
SAR-260301,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,,OK,SAR-260301
SAR131675,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#C[C@@](C)(O)COC)nc21,,OK,SAR131675
SAR131675 RACEMATE,,,Manual,SAR131675 RACEMATE
SAR405,C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2,,OK,SAR405
SAR405838,CC(C)(C)CC1NC(C(=O)NC2CCC(O)CC2)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,,OK,SAR405838
SARACATINIB,CN1CCN(CCOc2cc3ncnc(Nc4c(Cl)ccc5c4OCO5)c3cc2OC2CCOCC2)CC1,,OK,SARACATINIB
